Date,Open,High,Low,Close,Adj Close,Volume
2018-06-12,22.980000,23.664667,22.533333,22.851334,22.851334,335211000
2018-06-13,23.114000,23.146667,22.653334,22.985332,22.985332,142047000
2018-06-14,23.175333,23.916668,23.106667,23.848000,23.848000,164715000
2018-06-15,23.589333,24.311333,23.416668,23.878000,23.878000,162724500
2018-06-18,23.693333,24.915333,23.633333,24.722000,24.722000,181098000
2018-06-19,24.344000,24.666668,23.083332,23.503332,23.503332,191428500
2018-06-20,23.869333,24.292000,23.466667,24.148001,24.148001,125755500
2018-06-21,24.133333,24.414000,23.084667,23.167334,23.167334,119506500
2018-06-22,23.436001,23.483334,22.133333,22.242001,22.242001,153991500
2018-06-25,22.007999,22.564667,21.833332,22.200666,22.200666,103969500
2018-06-26,22.403334,22.903334,21.719999,22.799999,22.799999,111787500
2018-06-27,23.000000,23.386000,22.633333,22.966667,22.966667,125005500
2018-06-28,23.243999,23.801332,23.073999,23.328667,23.328667,125970000
2018-06-29,23.555332,23.590668,22.827333,22.863333,22.863333,97386000
2018-07-02,24.004667,24.318666,21.990000,22.337999,22.337999,281397000
2018-07-03,22.116667,22.166000,20.646000,20.724001,20.724001,184239000
2018-07-05,20.917334,20.959333,19.747999,20.610666,20.610666,262146000
2018-07-06,20.330000,20.804667,20.133333,20.593332,20.593332,132982500
2018-07-09,20.799334,21.234667,20.533333,21.233999,21.233999,113952000
2018-07-10,21.637333,21.845333,21.280001,21.497999,21.497999,142072500
2018-07-11,21.053333,21.462667,21.004667,21.264000,21.264000,73261500
2018-07-12,21.428667,21.548668,20.851334,21.114000,21.114000,85818000
2018-07-13,21.038668,21.305332,20.616667,21.257999,21.257999,88047000
2018-07-16,20.780666,21.010668,20.416668,20.673332,20.673332,117280500
2018-07-17,20.587334,21.649332,20.566668,21.512667,21.512667,104943000
2018-07-18,21.666668,21.700001,21.083332,21.590000,21.590000,84363000
2018-07-19,21.088667,21.569332,20.934000,21.348667,21.348667,88729500
2018-07-20,21.415333,21.549334,20.780666,20.905333,20.905333,77433000
2018-07-23,20.122667,20.366667,19.524000,20.213333,20.213333,164893500
2018-07-24,20.294666,20.514668,19.503332,19.828667,19.828667,143862000
2018-07-25,19.782667,20.641333,19.633333,20.582666,20.582666,106131000
2018-07-26,20.323334,20.713333,20.242666,20.443333,20.443333,69457500
2018-07-27,20.483334,20.512667,19.689333,19.812000,19.812000,85549500
2018-07-30,19.726667,19.740000,19.075333,19.344667,19.344667,102211500
2018-07-31,19.483334,19.888000,19.271334,19.875999,19.875999,76153500
2018-08-01,19.865999,20.200001,19.533333,20.056000,20.056000,151941000
2018-08-02,21.896000,23.332666,21.544001,23.302668,23.302668,348225000
2018-08-03,23.187332,23.666668,22.835333,23.211332,23.211332,204847500
2018-08-06,23.030666,23.665333,22.788000,22.799334,22.799334,128464500
2018-08-07,22.922667,25.830667,22.610001,25.304667,25.304667,463137000
2018-08-08,24.606001,25.509333,24.474667,24.689333,24.689333,368568000
2018-08-09,24.370001,24.467333,23.048668,23.496668,23.496668,257757000
2018-08-10,23.600000,24.000000,23.066668,23.699333,23.699333,173280000
2018-08-13,24.075333,24.212667,23.268000,23.760668,23.760668,156958500
2018-08-14,23.896667,23.946667,23.139999,23.176001,23.176001,104796000
2018-08-15,22.794001,22.966000,22.142668,22.579332,22.579332,136519500
2018-08-16,22.660667,22.818666,22.254667,22.363333,22.363333,90960000
2018-08-17,21.566668,21.784666,20.235332,20.366667,20.366667,284379000
2018-08-20,19.446667,20.566668,19.213333,20.562668,20.562668,261034500
2018-08-21,20.707333,21.652666,20.600000,21.459999,21.459999,197583000
2018-08-22,21.391333,21.591999,20.978001,21.442667,21.442667,89190000
2018-08-23,21.275999,21.821333,21.206667,21.340000,21.340000,77209500
2018-08-24,21.379999,21.590000,21.293333,21.521334,21.521334,54039000
2018-08-27,21.200001,21.496000,20.587334,21.284666,21.284666,196189500
2018-08-28,21.227333,21.258667,20.746000,20.790667,20.790667,114736500
2018-08-29,20.684668,20.790001,20.246000,20.334000,20.334000,111711000
2018-08-30,20.150667,20.306667,19.848000,20.209999,20.209999,108250500
2018-08-31,20.133333,20.354000,19.906668,20.110666,20.110666,80626500
2018-09-04,19.796000,19.879333,19.200001,19.263332,19.263332,125257500
2018-09-05,19.003332,19.118668,18.478666,18.716000,18.716000,115812000
2018-09-06,18.986668,19.411333,18.591999,18.730000,18.730000,112212000
2018-09-07,17.340000,17.889999,16.816668,17.549334,17.549334,337378500
2018-09-10,18.217333,19.068666,18.066668,19.033333,19.033333,214252500
2018-09-11,18.631332,18.799999,18.236668,18.629333,18.629333,137550000
2018-09-12,18.762667,19.500000,18.576668,19.369333,19.369333,150231000
2018-09-13,19.201332,19.666668,19.011999,19.297333,19.297333,95104500
2018-09-14,19.250668,19.822001,19.101334,19.680000,19.680000,101484000
2018-09-17,19.336000,20.058001,19.208668,19.656000,19.656000,103314000
2018-09-18,19.779333,20.176001,18.366667,18.997334,18.997334,248212500
2018-09-19,18.700666,20.000000,18.700001,19.934668,19.934668,124423500
2018-09-20,20.237333,20.398666,19.555332,19.888666,19.888666,110241000
2018-09-21,19.846666,20.038668,19.691334,19.940001,19.940001,75757500
2018-09-24,19.898666,20.200001,19.572001,19.978666,19.978666,72645000
2018-09-25,20.000000,20.306667,19.766666,20.066000,20.066000,67225500
2018-09-26,20.127333,20.926001,20.073999,20.638666,20.638666,117648000
2018-09-27,20.860001,20.997334,20.460667,20.501333,20.501333,127636500
2018-09-28,18.017332,18.533333,17.370667,17.651333,17.651333,504745500
2018-10-01,20.384666,20.762667,20.070000,20.713333,20.713333,326664000
2018-10-02,20.930000,21.122667,19.943333,20.068001,20.068001,176152500
2018-10-03,20.222000,20.306667,19.438000,19.653334,19.653334,119925000
2018-10-04,19.596666,19.600000,18.511333,18.788668,18.788668,147213000
2018-10-05,18.309999,18.325333,17.333332,17.463333,17.463333,269167500
2018-10-08,17.634666,17.850668,16.600000,16.704000,16.704000,202090500
2018-10-09,17.016666,17.784666,16.886667,17.520000,17.520000,180909000
2018-10-10,17.640667,17.700666,16.518000,17.125334,17.125334,192229500
2018-10-11,17.168667,17.483334,16.601999,16.815332,16.815332,122515500
2018-10-12,17.400000,17.466000,16.800667,17.252001,17.252001,108021000
2018-10-15,17.270666,17.552000,16.969334,17.306000,17.306000,93000000
2018-10-16,17.713333,18.492001,17.482668,18.439333,18.439333,142896000
2018-10-17,18.826668,18.846666,17.719999,18.118668,18.118668,129832500
2018-10-18,17.952667,18.066668,17.533333,17.594000,17.594000,81318000
2018-10-19,17.826000,17.977333,16.900000,17.333332,17.333332,140632500
2018-10-22,17.378668,17.457333,16.839333,17.396667,17.396667,84004500
2018-10-23,17.591333,19.862000,17.473333,19.609333,19.609333,285417000
2018-10-24,20.070000,20.296000,19.048668,19.233334,19.233334,300874500
2018-10-25,21.148001,21.400000,20.067333,20.990667,20.990667,312610500
2018-10-26,20.549999,22.660000,20.443333,22.059999,22.059999,411382500
2018-10-29,22.497999,23.143999,21.766666,22.323334,22.323334,217290000
2018-10-30,21.892668,22.526667,21.483999,21.993334,21.993334,136900500
2018-10-31,22.169333,22.799999,21.940001,22.488001,22.488001,114364500
2018-11-01,22.550667,23.189333,22.315332,22.952000,22.952000,120001500
2018-11-02,22.916000,23.280001,22.727333,23.094000,23.094000,117120000
2018-11-05,22.700001,22.930668,22.009333,22.760000,22.760000,117465000
2018-11-06,22.604668,23.253332,22.406000,22.737333,22.737333,101443500
2018-11-07,22.889334,23.412001,22.719999,23.210667,23.210667,110617500
2018-11-08,23.233334,23.838667,23.229334,23.426666,23.426666,106360500
2018-11-09,23.266666,23.600000,23.015333,23.367332,23.367332,76482000
2018-11-12,23.224667,23.318666,22.022667,22.085333,22.085333,104122500
2018-11-13,22.210667,22.980000,22.146667,22.582001,22.582001,81729000
2018-11-14,22.846666,23.140667,22.476667,22.933332,22.933332,75604500
2018-11-15,22.822001,23.238667,22.602667,23.229334,23.229334,69385500
2018-11-16,23.012667,23.713333,23.007999,23.620667,23.620667,108093000
2018-11-19,23.756001,24.450001,23.525333,23.564667,23.564667,145633500
2018-11-20,22.783333,23.320000,22.236668,23.166000,23.166000,120070500
2018-11-21,23.466667,23.540001,22.493334,22.546000,22.546000,70302000
2018-11-23,22.290001,22.500000,21.703333,21.722000,21.722000,63039000
2018-11-26,21.666668,23.081333,21.666668,23.066668,23.066668,119881500
2018-11-27,22.670000,23.130667,22.366667,22.927999,22.927999,95374500
2018-11-28,23.066000,23.218666,22.813999,23.191334,23.191334,61914000
2018-11-29,23.133333,23.166668,22.636667,22.744667,22.744667,46210500
2018-11-30,22.788668,23.440001,22.550667,23.365334,23.365334,84436500
2018-12-03,24.000000,24.400000,23.466667,23.899332,23.899332,124597500
2018-12-04,23.736668,24.578667,23.466667,23.980000,23.980000,126928500
2018-12-06,23.733999,24.492001,23.384001,24.204000,24.204000,117637500
2018-12-07,24.600000,25.299334,23.843332,23.864668,23.864668,172668000
2018-12-10,24.000000,24.398666,23.541332,24.343332,24.343332,99202500
2018-12-11,24.660667,24.811333,24.015333,24.450666,24.450666,94632000
2018-12-12,24.628000,24.794001,24.344000,24.440001,24.440001,75405000
2018-12-13,24.676666,25.162666,24.450001,25.119333,25.119333,110488500
2018-12-14,25.000000,25.191334,24.288668,24.380667,24.380667,95064000
2018-12-17,24.133333,24.379999,22.925333,23.228001,23.228001,115110000
2018-12-18,23.369333,23.436666,22.246000,22.468666,22.468666,106500000
2018-12-19,22.506666,23.134001,21.982668,22.198000,22.198000,124113000
2018-12-20,21.803333,22.019333,20.791332,21.025333,21.025333,136078500
2018-12-21,21.160000,21.564667,20.829332,21.318001,21.318001,120252000
2018-12-24,20.900000,20.966667,19.680000,19.692667,19.692667,83398500
2018-12-26,20.000000,21.798000,19.606001,21.739332,21.739332,122446500
2018-12-27,21.322666,21.478001,20.100000,21.075333,21.075333,128626500
2018-12-28,21.540001,22.416000,21.227333,22.257999,22.257999,149085000
2018-12-31,22.519333,22.614000,21.684000,22.186666,22.186666,94534500
2019-01-02,20.406668,21.008667,19.920000,20.674667,20.674667,174879000
2019-01-03,20.466667,20.626667,19.825333,20.024000,20.024000,104478000
2019-01-04,20.400000,21.200001,20.181999,21.179333,21.179333,110911500
2019-01-07,21.448000,22.449333,21.183332,22.330667,22.330667,113268000
2019-01-08,22.797333,22.934000,21.801332,22.356667,22.356667,105127500
2019-01-09,22.366667,22.900000,22.098000,22.568666,22.568666,81493500
2019-01-10,22.293333,23.025999,22.119333,22.997999,22.997999,90846000
2019-01-11,22.806000,23.227333,22.584667,23.150667,23.150667,75586500
2019-01-14,22.825333,22.833332,22.266666,22.293333,22.293333,78709500
2019-01-15,22.333332,23.253332,22.299999,22.962000,22.962000,90849000
2019-01-16,22.985332,23.466667,22.900000,23.070000,23.070000,70375500
2019-01-17,23.080667,23.433332,22.943333,23.153999,23.153999,55150500
2019-01-18,21.533333,21.808666,19.982000,20.150667,20.150667,362262000
2019-01-22,20.321333,20.533333,19.700001,19.927999,19.927999,181000500
2019-01-23,19.500000,19.633333,18.779333,19.172667,19.172667,187950000
2019-01-24,18.868668,19.578667,18.618668,19.434000,19.434000,120183000
2019-01-25,19.625999,19.901333,19.303333,19.802668,19.802668,108744000
2019-01-28,19.527332,19.830667,19.183332,19.758667,19.758667,96349500
2019-01-29,19.684668,19.903999,19.453333,19.830667,19.830667,69325500
2019-01-30,20.030001,20.600000,19.899332,20.584667,20.584667,168754500
2019-01-31,20.066668,20.770666,19.600000,20.468000,20.468000,188538000
2019-02-01,20.361334,21.073334,20.233334,20.813999,20.813999,109251000
2019-02-04,20.865334,21.020000,20.125334,20.859333,20.859333,110281500
2019-02-05,20.832666,21.496000,20.816668,21.423332,21.423332,101142000
2019-02-06,21.306000,21.615999,21.041332,21.148001,21.148001,75577500
2019-02-07,20.886667,20.980000,20.200001,20.500668,20.500668,97809000
2019-02-08,20.455334,20.496668,19.900000,20.386667,20.386667,87663000
2019-02-11,20.773333,21.240000,20.700001,20.856001,20.856001,106945500
2019-02-12,21.080000,21.212667,20.641333,20.787333,20.787333,82764000
2019-02-13,20.823334,20.850000,20.371332,20.544666,20.544666,77124000
2019-02-14,20.225332,20.451332,20.066668,20.251333,20.251333,78012000
2019-02-15,20.299999,20.533333,20.260000,20.525333,20.525333,58573500
2019-02-19,20.437332,20.769333,20.364668,20.375999,20.375999,62526000
2019-02-20,20.294001,20.420000,19.933332,20.170668,20.170668,107131500
2019-02-21,20.120667,20.216000,19.366667,19.415333,19.415333,133638000
2019-02-22,19.632668,19.766666,19.473333,19.647333,19.647333,86109000
2019-02-25,19.860666,20.193333,19.799999,19.917999,19.917999,99397500
2019-02-26,19.481333,20.134001,19.251333,19.857332,19.857332,128737500
2019-02-27,20.118668,21.086666,20.036667,20.982668,20.982668,167758500
2019-02-28,21.261333,21.333332,20.720667,21.325333,21.325333,157810500
2019-03-01,20.462667,20.475332,19.459999,19.652666,19.652666,343671000
2019-03-04,19.874666,19.933332,18.851999,19.024000,19.024000,256452000
2019-03-05,18.799999,18.933332,18.006666,18.436001,18.436001,281470500
2019-03-06,18.431999,18.767332,18.292667,18.416000,18.416000,155032500
2019-03-07,18.589333,18.980000,18.283333,18.439333,18.439333,141637500
2019-03-08,18.460667,19.039333,18.392668,18.942667,18.942667,132294000
2019-03-11,18.901333,19.418667,18.700001,19.394667,19.394667,110884500
2019-03-12,19.099333,19.204666,18.737333,18.890667,18.890667,112561500
2019-03-13,18.926666,19.466000,18.846666,19.264000,19.264000,102670500
2019-03-14,19.496668,19.692667,19.219334,19.330667,19.330667,106551000
2019-03-15,18.900667,18.914667,18.293333,18.362000,18.362000,221782500
2019-03-18,18.400000,18.536667,17.820000,17.966000,17.966000,154215000
2019-03-19,17.833332,18.219999,17.563999,17.831333,17.831333,177009000
2019-03-20,17.979334,18.331333,17.753332,18.240000,18.240000,103623000
2019-03-21,18.173332,18.430000,17.896667,18.268000,18.268000,89206500
2019-03-22,18.172001,18.186666,17.600000,17.635332,17.635332,131184000
2019-03-25,17.313999,17.545334,16.964001,17.361334,17.361334,153225000
2019-03-26,17.629333,18.017332,17.628668,17.851334,17.851334,110263500
2019-03-27,17.916668,18.358000,17.878668,18.322001,18.322001,131688000
2019-03-28,18.477333,18.688667,18.340000,18.574667,18.574667,101611500
2019-03-29,18.580000,18.677334,18.299999,18.657333,18.657333,89869500
2019-04-01,18.841333,19.280001,18.752001,19.278667,19.278667,121656000
2019-04-02,19.219999,19.296000,18.925333,19.058666,19.058666,82183500
